,영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,장르,등급,영화구분,연도,월,계절,총 관객수,출연,평점
115,맘마미아!,필리다 로이드,유니버설픽쳐스인터내셔널 코리아,2008-09-03,장편,미국,457,29570784560,4554785,멜로/로맨스,12세관람가,일반영화,2008,9,가을,147428639,"['메릴 스트립', '피어스 브로스넌', '콜린 퍼스', '스텔란 스카스가드', '아만다 사이프리드']",8.43
116,연가시,박정우,씨제이이엔엠,2012-07-05,장편,한국,759,32154766664,4513026,공포(호러),15세관람가,일반영화,2012,7,여름,194890587,"['김명민', '문정희', '김동완', '이하늬']",7.16
117,아이언맨 2,존 파브로,씨제이이엔엠,2010-04-29,장편,미국,757,33161943100,4498335,SF,12세관람가,일반영화,2010,4,봄,147759214,"['로버트 다우니 주니어', '기네스 팰트로', '돈 치들', '스칼릿 조핸슨', '미키 루크']",7.37
118,강철비,양우석,넥스트엔터테인먼트월드,2017-12-14,장편,한국,1426,35477912466,4451336,액션,15세관람가,일반영화,2017,12,겨울,219876227,"['정우성', '곽도원']",8.33
119,해리포터와 죽음의 성물2,데이빗 예이츠,워너브러더스 코리아,2011-07-13,장편,미국,757,34507819000,4400298,판타지,전체관람가,일반영화,2011,7,여름,159724465,"['다니엘 래드클리프', '엠마 왓슨', '루퍼트 그린트']",9.33
120,다만 악에서 구하소서,홍원찬,씨제이이엔엠,2020-08-05,장편,한국,1998,38554527990,4352669,범죄,15세관람가,일반영화,2020,8,여름,59523967,"['황정민', '이정재', '박정민', '박소이']",7.61
121,헌트,이정재,플러스엠 엔터테인먼트,2022-08-10,장편,한국,1625,44573032153,4350029,액션,15세관람가,일반영화,2022,8,여름,112805094,"['이정재', '정우성', '전혜진', '허성태', '고윤정', '김종수', '정만식']",8.34
122,아이언맨,존 파브로,씨제이이엔엠,2008-04-30,장편,미국,592,27802744668,4316003,SF,12세관람가,일반영화,2008,4,봄,147428639,"['로버트 다우니 주니어', '테렌스 하워드', '제프 브리지스', '기네스 팰트로']",8.93
123,엑스맨: 데이즈 오브 퓨처 패스트,브라이언 싱어,이십세기폭스코리아,2014-05-22,장편,미국,1056,34654558766,4313871,액션,12세관람가,일반영화,2014,5,봄,215068958,"['제니퍼 로렌스', '휴 잭맨', '제임스 맥어보이', '마이클 패스벤더']",8.89
124,강철중: 공공의 적 1-1,강우석,씨제이이엔엠,2008-06-19,장편,한국,659,28465757767,4300670,드라마,15세관람가,일반영화,2008,6,여름,147428639,"['설경구', '정재영']",8.53
125,아가씨,박찬욱,씨제이이엔엠,2016-06-01,장편,한국,1171,35114332791,4277071,스릴러,청소년관람불가,일반영화,2016,6,여름,217026182,"['김민희', '김태리', '하정우', '조진웅']",7.16
126,어메이징 스파이더맨 2,마크 웹,월트디즈니스튜디오스코리아,2014-04-23,장편,미국,1312,34869056800,4168350,액션,12세관람가,일반영화,2014,4,봄,215068958,"['엠마 스톤', '앤드류 가필드']",7.78
127,인디아나 존스 4 : 크리스탈 해골의 왕국,스티븐 스필버그,씨제이이엔엠,2008-05-22,장편,미국,660,26693951667,4136101,액션,12세관람가,일반영화,2008,5,봄,147428639,"['해리슨 포드', '케이트 블란쳇', '카렌 알렌', '샤이아 라보프', '레이 윈스턴']",7.45
128,용의자,원신연,쇼박스,2013-12-24,장편,한국,807,30037161000,4131248,액션,15세관람가,일반영화,2013,12,겨울,213351030,"['공유', '박희순', '조성하', '유다인', '김성균', '조재윤']",8.39
129,건축학개론,이용주,롯데엔터테인먼트,2012-03-22,장편,한국,593,30219800500,4110645,멜로/로맨스,12세관람가,일반영화,2012,3,봄,194890587,"['엄태웅', '한가인', '이제훈', '수지']",8.68
130,미이라 3:황제의 무덤,롭 코헨,유니버설픽쳐스인터내셔널 코리아,2008-07-30,장편,미국,527,26222207084,4090795,액션,12세관람가,일반영화,2008,7,여름,147428639,"['브렌든 프레이저', '이연걸', '마리아 벨로', '존 한나', '양자경', '루크 포드', '이사벨라 롱']",5.65
131,7급 공무원,신태라,롯데엔터테인먼트,2009-04-22,장편,한국,475,26701311856,4088799,코미디,12세관람가,일반영화,2009,4,봄,155398654,"['김하늘', '강지환']",8.28
132,다크 나이트,크리스토퍼 놀란, 해리슨앤컴퍼니,2008-08-06,장편,미국,462,27059471306,4087355,범죄,15세관람가,일반영화,2008,8,여름,147428639,"['크리스찬 베일', '히스 레저', '아론 에크하트']",9.34
133,댄싱퀸,이석훈,씨제이이엔엠,2012-01-18,장편,한국,534,30129259500,4057546,코미디,12세관람가,일반영화,2012,1,겨울,194890587,"['황정민', '엄정화']",8.87
134,우리 생애 최고의 순간,임순례,싸이더스,2008-01-10,장편,한국,418,26151780425,4044582,드라마,전체관람가,일반영화,2008,1,겨울,147428639,"['문소리', '김정은', '엄태웅', '김지영', '조은지', '차민지']",8.57
135,꾼,장창원,쇼박스,2017-11-22,장편,한국,1314,31313568795,4018341,범죄,15세관람가,일반영화,2017,11,가을,219876227,"['현빈', '유지태', '배성우', '박성웅', '나나', '안세하']",7.63
136,혹성탈출: 반격의 서막,맷 리브스,이십세기폭스코리아,2014-07-10,장편,미국,922,31509793095,4002134,액션,12세관람가,일반영화,2014,7,여름,215068958,"['앤디 서키스', '게리 올드만', '제이슨 클락', '주디 그리어', '케리 러셀']",8.54
137,타짜-신의 손,강형철,롯데엔터테인먼트,2014-09-03,장편,한국,890,32267244827,4001813,드라마,청소년관람불가,일반영화,2014,9,가을,215068958,"['T.O.P', '신세경', '곽도원', '이하늬']",7.26
138,쿵푸팬더3,알레산드로 칼로니,씨제이이엔엠,2016-01-28,장편,미국,1365,31340798156,3984812,애니메이션,전체관람가,일반영화,2016,1,겨울,217026182,"['잭 블랙', '안젤리나 졸리', '성룡', '세스 로건', '루시 리우', '데이빗 크로스', '제임스 홍', '케이트 허드슨', '브라이언 크랜스톤', '더스틴 호프만', 'J.K. 시몬스']",8.63
139,캡틴 아메리카: 윈터 솔져,안소니 루소,월트디즈니스튜디오스코리아,2014-03-26,장편,미국,1106,31710585385,3963220,액션,15세관람가,일반영화,2014,3,봄,215068958,"['스칼릿 조핸슨', '크리스 에반스', '사무엘 L. 잭슨']",8.94
140,박수건달,조진규,쇼박스,2013-01-09,장편,한국,599,28343986569,3893216,코미디,15세관람가,일반영화,2013,1,겨울,213351030,"['박신양', '김정태', '엄지원', '정혜영']",8.13
141,베놈,루벤 플레셔,소니픽쳐스엔터테인먼트코리아극장배급지점,2018-10-03,장편,미국,1308,34100211207,3888096,액션,15세관람가,일반영화,2018,10,가을,216385269,"['톰 하디', '미셸 윌리엄스']",7.91
142,조선명탐정 : 사라진 놉의 딸,김석윤,쇼박스,2015-02-11,장편,한국,811,30456879428,3872015,사극,12세관람가,일반영화,2015,2,겨울,217299523,"['김명민', '오달수', '이연희']",7.68
143,역린,이재규,롯데엔터테인먼트,2014-04-30,장편,한국,1054,29893297890,3849433,사극,15세관람가,일반영화,2014,4,봄,215068958,"['현빈', '정재영', '조정석', '조재현', '한지민']",7.1
144,매드 맥스: 분노의 도로,조지 밀러,워너브러더스 코리아,2015-05-14,장편,미국,799,32906364462,3842441,액션,15세관람가,일반영화,2015,5,봄,217299523,"['톰 하디', '샤를리즈 테론', '니콜라스 홀트']",8.82
145,남한산성,황동혁,씨제이이엔엠,2017-10-03,장편,한국,1229,31067321992,3829891,사극,15세관람가,일반영화,2017,10,가을,219876227,"['이병헌', '김윤석', '박해일', '고수', '박희순']",8.11
146,반도,연상호,넥스트엔터테인먼트월드,2020-07-15,장편,한국,2575,33071341280,3812080,액션,15세관람가,일반영화,2020,7,여름,59523967,"['강동원', '이정현']",5.62
147,데드풀 2,데이빗 레이치,이십세기폭스코리아,2018-05-16,장편,미국,1576,34185664639,3784602,액션,청소년관람불가,일반영화,2018,5,봄,216385269,"['라이언 레이놀즈', '조슈 브롤린', '재지 비츠', '모레나 바카린']",8.69
148,쌍화점,유하,쇼박스,2008-12-30,장편,한국,499,25616489949,3779553,드라마,청소년관람불가,일반영화,2008,12,겨울,147428639,"['조인성', '주진모', '송지효']",7.27
149,암수살인,김태균,쇼박스,2018-10-03,장편,한국,1177,32855895548,3772620,범죄,15세관람가,일반영화,2018,10,가을,216385269,"['김윤석', '주지훈']",8.33
150,국가부도의 날,최국희,씨제이이엔엠,2018-11-28,장편,한국,1180,30891765837,3754983,드라마,12세관람가,일반영화,2018,11,가을,216385269,"['김혜수', '유아인', '허준호', '조우진', '뱅상 카셀']",8.12
151,신기전,김유진,씨제이이엔엠,2008-09-04,장편,한국,585,24314570667,3726134,사극,15세관람가,일반영화,2008,9,가을,147428639,"['정재영', '한은정', '허준호']",8.28
152,미이라,알렉스 커츠먼,유니버설픽쳐스인터내셔널 코리아,2017-06-06,장편,미국,1257,30504689978,3689325,액션,15세관람가,일반영화,2017,6,여름,219876227,"['톰 크루즈', '소피아 부텔라', '애나벨 월리스']",7.24
153,82년생 김지영,김도영,롯데컬처웍스롯데엔터테인먼트,2019-10-23,장편,한국,1486,30305744310,3679019,드라마,12세관람가,일반영화,2019,10,가을,226678777,"['정유미', '공유']",6.67
154,분노의 질주: 홉스&쇼,데이빗 레이치,유니버설픽쳐스인터내셔널 코리아,2019-08-14,장편,미국,1311,32241767793,3657536,액션,12세관람가,일반영화,2019,8,여름,226678777,"['드웨인 존슨', '제이슨 스타뎀', '이드리스 엘바', '바네사 커비']",7.82
155,분노의 질주: 더 익스트림,F. 게리 그레이,유니버설픽쳐스인터내셔널 코리아,2017-04-12,장편,미국,1469,29981156348,3653238,액션,15세관람가,일반영화,2017,4,봄,219876227,"['빈 디젤', '드웨인 존슨', '샤를리즈 테론', '제이슨 스타뎀']",8.96
156,너의 이름은.,신카이 마코토,플러스엠 엔터테인먼트,2017-01-04,장편,일본,947,29248867156,3637122,애니메이션,12세관람가,일반영화,2017,1,겨울,219876227,"['카미키 류노스케', '카미시라이시 모네']",8.81
157,모가디슈,류승완,롯데컬처웍스롯데엔터테인먼트,2021-07-28,장편,한국,1688,34558297730,3613984,액션,15세관람가,일반영화,2021,7,여름,60531087,"['김윤석', '조인성', '허준호', '구교환', '김소진', '정만식']",8.34
158,인턴,낸시 마이어스,워너브러더스 코리아,2015-09-24,장편,미국,496,28518443148,3610642,코미디,12세관람가,일반영화,2015,9,가을,217299523,"['로버트 드 니로', '앤 해서웨이']",9.02
159,라라랜드,데이미언 셔젤,판씨네마,2016-12-07,장편,미국,727,30006844694,3597193,드라마,12세관람가,일반영화,2016,12,겨울,217026182,"['엠마 스톤', '라이언 고슬링']",8.63
160,귀향,조정래,와우픽쳐스,2016-02-24,장편,한국,876,27245051990,3586523,드라마,15세관람가,일반영화,2016,2,겨울,217026182,"['강하나', '최리', '손숙', '황화순', '정무성', '서미지', '류신', '임성철', '오지혜', '정인기', '김민수', '이승현']",9.16
161,귀향,조정래,와우픽쳐스,2016-02-24,장편,한국,876,27245051990,3586523,드라마,15세관람가,일반영화,2016,2,겨울,217026182,"['페넬로페 크루즈', '카르멘 마우라']",8.66
162,귀향,조정래,와우픽쳐스,2016-02-24,장편,한국,876,27245051990,3586523,드라마,15세관람가,일반영화,2016,2,겨울,217026182,"['페넬로페 크루즈', '카르멘 마우라']",8.66
163,리얼 스틸,숀 레비,한국소니픽쳐스릴리징브에나비스타영화,2011-10-12,장편,미국,603,26566677000,3579666,액션,12세관람가,일반영화,2011,10,가을,159724465,"['휴 잭맨', '에반젤린 릴리', '다코타 고요']",9.06
164,신의 한 수,조범구,쇼박스,2014-07-03,장편,한국,794,28777712256,3562123,범죄,청소년관람불가,일반영화,2014,7,여름,215068958,"['정우성', '이범수', '안성기', '김인권', '이시영']",8.02
165,코코,리 언크리치,월트디즈니스튜디오스코리아,2018-01-11,장편,미국,1177,27685479440,3510017,애니메이션,전체관람가,일반영화,2018,1,겨울,216385269,"['벤자민 브랫', '가엘 가르시아 베르날', '안소니 곤잘레스 ']",9.32
166,부러진 화살,정지영,넥스트엔터테인먼트월드,2012-01-18,장편,한국,453,25878110500,3450941,드라마,15세관람가,일반영화,2012,1,겨울,194890587,"['안성기', '박원상', '나영희', '김지호']",8.91
167,스파이,이승준,씨제이이엔엠,2013-09-05,장편,한국,785,24436429305,3423920,액션,15세관람가,일반영화,2013,9,가을,213351030,"['설경구', '문소리', '다니엘 헤니']",6.94
168,스파이,이승준,씨제이이엔엠,2013-09-05,장편,한국,785,24436429305,3423920,액션,15세관람가,일반영화,2013,9,가을,213351030,"['제이슨 스타뎀', '로즈 번', '멜리사 맥카시', '앨리슨 제니', '주드 로', '피터 세라피노윅', '미란다 하트']",8.82
169,스파이,이승준,씨제이이엔엠,2013-09-05,장편,한국,785,24436429305,3423920,액션,15세관람가,일반영화,2013,9,가을,213351030,"['제이슨 스타뎀', '로즈 번', '멜리사 맥카시', '앨리슨 제니', '주드 로', '피터 세라피노윅', '미란다 하트']",8.82
170,스파이,폴 페이그,이십세기폭스코리아,2015-05-21,장편,미국,665,18396836358,2315882,액션,15세관람가,일반영화,2015,5,봄,217299523,"['설경구', '문소리', '다니엘 헤니']",6.94
171,스파이,폴 페이그,이십세기폭스코리아,2015-05-21,장편,미국,665,18396836358,2315882,액션,15세관람가,일반영화,2015,5,봄,217299523,"['제이슨 스타뎀', '로즈 번', '멜리사 맥카시', '앨리슨 제니', '주드 로', '피터 세라피노윅', '미란다 하트']",8.82
172,스파이,폴 페이그,이십세기폭스코리아,2015-05-21,장편,미국,665,18396836358,2315882,액션,15세관람가,일반영화,2015,5,봄,217299523,"['제이슨 스타뎀', '로즈 번', '멜리사 맥카시', '앨리슨 제니', '주드 로', '피터 세라피노윅', '미란다 하트']",8.82
173,그것만이 내 세상,최성현,씨제이이엔엠,2018-01-17,장편,한국,862,27441213382,3417629,코미디,12세관람가,일반영화,2018,1,겨울,216385269,"['이병헌', '윤여정', '박정민']",8.96
174,이끼,강우석,씨제이이엔엠,2010-07-14,장편,한국,736,25856306126,3408144,드라마,청소년관람불가,일반영화,2010,7,여름,147759214,"['정재영', '박해일', '유준상', '유선', '허준호', '유해진', '김상호', '김준배']",7.12
175,토이 스토리 4,조시 쿨리,월트디즈니스튜디오스코리아,2019-06-20,장편,미국,1336,28757726040,3399913,애니메이션,전체관람가,일반영화,2019,6,여름,226678777,"['톰 행크스', '애니 파츠', '토니 헤일', '팀 알렌']",9.02
176,돈,박누리,쇼박스,2019-03-20,장편,한국,1431,28869614062,3389035,범죄,15세관람가,일반영화,2019,3,봄,226678777,"['류준열', '유지태', '조우진']",7.42
177,포화속으로,이재한,롯데엔터테인먼트,2010-06-16,장편,한국,736,24217600897,3385706,드라마,12세관람가,일반영화,2010,6,여름,147759214,"['차승원', '권상우', 'T.O.P', '김승우']",8.23
