,순번,영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
3203,3232,"그래, 가족",마대윤,월트디즈니컴퍼니코리아 유한책임회사,2017-02-15,장편,한국,361,350293300,46623,"154,192,600","19,381",코미디,12세관람가,일반영화
3204,3233,엘리노어 릭비: 그 남자 그 여자,네드 벤슨,이수C&E,2015-04-09,장편,미국,212,375796900,46589,"207,508,900","24,892",드라마,15세관람가,독립/예술영화
3206,3235,마더!,대런 아로노프스키,롯데쇼핑롯데엔터테인먼트,2017-10-19,장편,미국,398,366642382,46469,"177,160,582","22,015",드라마,청소년관람불가,일반영화
3207,3236,심야식당 2,마츠오카 조지,디스테이션,2017-06-08,장편,일본,235,364773900,46468,"179,688,300","22,060",드라마,12세관람가,독립/예술영화
3208,3237,에그엔젤 코코밍: 두근두근 핼러윈 파티,닛타 노리오,엠제이픽쳐스,2018-09-22,장편,일본,179,367076000,46386,"66,128,800","8,014",애니메이션,전체관람가,일반영화
3209,3238,하드코어 헨리,일리야 나이슐러,코리아스크린,2016-05-19,장편,미국,239,399211211,46373,"174,256,411","19,705",액션,청소년관람불가,일반영화
3210,3239,플래닛 51,마르코스 마르티네즈,쇼박스,2010-10-21,장편,스페인,67,292826223,46330,"75,168,000","11,480",애니메이션,전체관람가,일반영화
3211,3240,블레어 위치,아담 윈가드,코리아스크린,2016-11-23,장편,미국,172,367484200,46285,"103,260,200","12,541",공포(호러),15세관람가,일반영화
3212,3241,베스트 오퍼,쥬세페 토르나토레,박수엔터테인먼트,2014-06-12,장편,이탈리아,175,355182700,46282,"182,679,900","23,099",미스터리,15세관람가,독립/예술영화
3215,3244,슈퍼윙스 3D,올가 로패토,영화사 빅,2013-08-14,장편,러시아,129,269711500,46124,"49,622,500","7,716",애니메이션,전체관람가,일반영화
3216,3245,송 원,케이트 베커-플로이랜드,박수엔터테인먼트,2015-04-01,장편,미국,365,343444743,46079,"130,271,143","16,646",드라마,15세관람가,독립/예술영화
3217,3246,아프리카 마법여행,조르디 롬파르트,롯데쇼핑롯데엔터테인먼트,2011-01-20,장편,스페인,150,425106500,46025,"109,188,500","11,427",어드벤처,전체관람가,일반영화
3218,3247,무드 인디고,미셸 공드리,프레인글로벌,2014-12-11,장편,프랑스,55,370462100,46010,"255,913,200","31,090",드라마,15세관람가,독립/예술영화
3219,3248,더 파더,플로리안 젤러,판씨네마,2021-04-07,장편,영국,348,384940000,45900,"217,401,460","25,258",드라마,12세관람가,독립/예술영화
3220,3249,된장,이서군,CJ ENM,2010-10-21,장편,한국,112,339506355,45896,"102,398,500","13,031",미스터리,12세관람가,일반영화
3221,3250,퍼펙트 센스,데이빗 맥킨지,아이엠비씨,2011-11-24,장편,영국,124,343990100,45865,"181,697,100","23,419",멜로/로맨스,15세관람가,독립/예술영화
3224,3253,히어애프터,클린트 이스트우드,워너브러더스 코리아,2011-03-24,장편,미국,112,336316000,45755,"138,296,500","17,822",드라마,12세관람가,일반영화
3225,3254,족구왕,우문기,KT&G 상상마당 영화사업팀 컴퍼니에스에스,2014-08-21,장편,한국,58,359688000,45701,"215,590,700","26,552",코미디,15세관람가,독립/예술영화
3226,3255,설계,박창진,팝엔터테인먼트,2014-09-18,장편,한국,257,347188800,45638,"77,155,100","9,665",스릴러,청소년관람불가,일반영화
3227,3256,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,제이미 미첼,월트디즈니컴퍼니코리아 유한책임회사,2017-04-13,장편,미국,149,317454000,45484,"82,872,000","11,129",애니메이션,전체관람가,일반영화
3228,3257,미운오리새끼,곽경택,롯데쇼핑롯데엔터테인먼트,2012-08-30,장편,한국,167,308009500,45454,"97,649,000","13,964",드라마,15세관람가,일반영화
3229,3258,제독의 연인,안드레이 크라프추크,싸이더스,2009-04-23,장편,러시아,83,299909870,45406,"135,754,500","19,910",드라마,15세관람가,독립/예술영화
3230,3259,스페어,이성한,필름더데이즈,2008-08-28,장편,한국,62,299701000,45290,"108,299,000","15,836",액션,15세관람가,일반영화
3231,3260,샤오린 : 최후의 결전,진목승,에스비에스콘텐츠허브,2011-08-25,장편,홍콩,182,329194000,45275,"83,164,000","11,004",드라마,15세관람가,일반영화
3232,3261,부그와 엘리엇 2,매튜 오칼라헌,소서러스어프렌티스,2009-03-12,장편,미국,73,274083506,45271,"74,678,000","11,605",애니메이션,전체관람가,일반영화
3233,3262,부니 베어: 롤라 구출 대모험,정량,박수엔터테인먼트,2014-11-20,장편,중국,196,309876900,45250,"47,366,600","6,273",애니메이션,전체관람가,독립/예술영화
3234,3263,한 번 더 해피엔딩,마크 로렌스,팝엔터테인먼트,2015-04-08,장편,미국,231,348096551,45166,"162,620,851","20,409",멜로/로맨스,15세관람가,독립/예술영화
3235,3264,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,스도 토모노리,애니플러스,2019-03-21,장편,일본,94,397411880,45157,"179,118,880","19,707",애니메이션,15세관람가,독립/예술영화
3236,3265,스케어리 스토리:어둠의 속삭임,안드레 외브레달,제이앤씨미디어그룹,2020-03-25,장편,미국,186,375492420,44989,"123,043,980","14,557",판타지,15세관람가,일반영화
3237,3266,밀림의 왕자 레오2,타케우치 요시오,에이원엔터테인먼트,2012-11-08,장편,일본,159,274928000,44988,"42,073,000","5,936",애니메이션,전체관람가,일반영화
3238,3267,아더와 미니모이 2 : 셀레니아 공주 구출 작전,뤽 베송,롯데쇼핑롯데엔터테인먼트,2010-07-08,장편,프랑스,61,292857989,44961,"71,554,000","10,442",판타지,전체관람가,독립/예술영화
3239,3268,내가 죽기 전에 가장 듣고 싶은 말,마크 펠링톤,메인타이틀픽쳐스,2017-07-19,장편,미국,154,328678600,44839,"142,556,300","19,450",코미디,12세관람가,독립/예술영화
3242,3271,킹메이커,조지 클루니,시너지하우스 ,2012-04-19,장편,미국,95,340466000,44689,"152,213,000","19,439",드라마,15세관람가,일반영화
3243,3272,호두까기인형 3D,안드레이 콘찰로프스키,나이너스엔터테인먼트,2013-01-03,장편,미국,132,298444000,44677,"82,419,500","11,486",가족,전체관람가,일반영화
3245,3274,저스티스,로저 도널드슨,쇼박스,2012-03-15,장편,미국,142,329594500,44546,"113,994,000","14,609",액션,청소년관람불가,일반영화
3246,3275,프리버즈: 밍쿠와 찌아의 도시 대탈출,구스타보 지아니니,영화사 빅,2013-09-17,장편,아르헨티나,213,288856500,44466,"78,214,500","11,910",애니메이션,전체관람가,독립/예술영화
3247,3276,드래곤볼Z : 신들의 전쟁,호소다 마사히로,인벤트스톤,2013-08-29,장편,일본,262,292117500,44231,"86,810,500","12,321",애니메이션,전체관람가,일반영화
3248,3277,글래디에이터: 로마 영웅 탄생의 비밀 3D,이기니오 스트라피,에스비에스콘텐츠허브,2013-03-14,장편,이탈리아,275,298917500,44198,"81,120,000","11,039",애니메이션,전체관람가,일반영화
3249,3278,플로이,아르니 올라푸르 아스게이르손,스마일이엔티,2018-08-15,장편,아이슬란드,242,329325300,44141,"84,916,000","10,166",애니메이션,전체관람가,독립/예술영화
3250,3279,매란방,첸 카이거,에스케이텔레콤,2009-04-16,장편,중국,185,284904682,44131,"93,664,000","13,899",드라마,12세관람가,일반영화
3252,3281,허슬러,로렌 스카파리아,제이앤씨미디어그룹,2019-11-27,장편,미국,445,358501960,44071,"167,462,240","19,996",범죄,청소년관람불가,일반영화
3254,3283,프랑켄위니,팀 버튼,소니픽쳐스릴리징월트디즈니스튜디오스코리아,2012-10-11,장편,미국,226,365356000,43978,"159,120,500","17,259",애니메이션,12세관람가,일반영화
3255,3284,성실한 나라의 앨리스,안국진,CGV아트하우스,2015-08-13,장편,한국,69,349482500,43964,"175,441,700","21,590",드라마,청소년관람불가,독립/예술영화
3256,3285,혈투,박훈정,싸이더스,2011-02-24,장편,한국,169,329280000,43947,"93,141,000","11,662",액션,15세관람가,일반영화
3257,3286,신주쿠 사건,이동승,한국소니픽쳐스릴리징브에나비스타영화,2009-06-18,장편,홍콩,104,289750076,43881,"83,954,500","11,928",액션,청소년관람불가,일반영화
3258,3287,범죄의 여왕,김태곤,콘텐츠판다,2016-08-25,장편,한국,270,343663400,43823,"129,520,200","16,136",스릴러,15세관람가,독립/예술영화
3259,3288,플래그 더 문,엔리케 가토,박수엔터테인먼트,2016-06-02,장편,스페인,244,320445000,43743,"67,970,200","8,882",애니메이션,전체관람가,독립/예술영화
3260,3289,컴백홈,이연우,제이앤씨미디어그룹,2022-10-05,장편,한국,603,386265079,43688,"98,221,160","11,490",드라마,15세관람가,일반영화
3261,3290,우리별 일호와 얼룩소,장형윤,인디플러그,2014-02-20,장편,한국,209,288773500,43674,"92,386,000","13,219",애니메이션,전체관람가,독립/예술영화
3262,3291,다이노 어드벤처2: 육해공 공룡 대백과,마이크 데블린,박수엔터테인먼트,2018-10-09,장편,영국,322,335469900,43627,"54,117,350","6,630",애니메이션,전체관람가,일반영화
3263,3292,울브스,데이비드 헤이터,프레인글로벌,2014-11-13,장편,미국,291,313204669,43613,"99,784,569","13,006",판타지,15세관람가,일반영화
3264,3293,아일라,칸 울카이,영화사 빅,2018-06-21,장편,터키,371,331882900,43612,"113,851,100","14,574",드라마,15세관람가,독립/예술영화
3265,3294,약장수,조치언,대명문화공장,2015-04-23,장편,한국,282,313238400,43562,"94,969,000","13,043",드라마,15세관람가,일반영화
3267,3296,파바로티,론 하워드,오드,2020-01-01,장편,영국,85,348527658,43486,"225,380,018","26,739",다큐멘터리,12세관람가,독립/예술영화
3268,3297,파비안느에 관한 진실,고레에다 히로카즈,티캐스트,2019-12-05,장편,프랑스,109,289733200,43459,"201,078,920","30,021",드라마,12세관람가,독립/예술영화
3270,3299,귀멸의 칼날: 나타구모산 편,소토자키 하루오,박수엔터테인먼트,2021-11-17,장편,일본,310,418848670,43431,"104,945,500","10,583",애니메이션,15세관람가,일반영화
3273,3302,비카인드 리와인드,미셸 공드리,싸이더스,2009-01-08,장편,미국,90,295722305,43281,"169,684,500","23,628",코미디,12세관람가,독립/예술영화
3274,3303,업사이드,닐 버거,디스테이션,2019-06-13,장편,미국,188,365579100,43265,"146,321,900","17,317",코미디,12세관람가,독립/예술영화
3275,3304,하이큐!! 재능과 센스,미츠나카 스스무,이수C&E,2017-11-15,장편,일본,105,310201500,43221,"114,691,500","15,138",애니메이션,12세관람가,일반영화
3278,3307,빅트립: 아기팬더 배달 대모험,바실리 로벤스키,트리플픽쳐스,2019-10-23,장편,미국,373,330035500,42914,"53,849,260","6,410",애니메이션,전체관람가,독립/예술영화
3279,3308,꼬마돼지 베이브의 대모험,테레사 스트로젝,박수엔터테인먼트,2017-06-15,장편,독일,312,293359100,42879,"48,932,400","6,388",애니메이션,전체관람가,독립/예술영화
3281,3310,마담 싸이코,닐 조단,쇼박스,2019-06-26,장편,미국,197,360330700,42742,"135,098,800","16,075",공포(호러),15세관람가,일반영화
3282,3311,루이스 웨인: 사랑을 그린 고양이 화가,기타,씨제이이엔엠,2022-04-06,장편,미국,530,405310110,42737,"175,901,810","18,451",드라마,12세관람가,일반영화
3283,3312,스페이스 독,스비야토슬라브 우샤코프,예지림엔터테인먼트,2012-03-22,장편,러시아,148,282088000,42720,"44,214,000","6,302",애니메이션,전체관람가,일반영화
3284,3313,호스트,앤드류 니콜,넥스트엔터테인먼트월드,2013-04-04,장편,미국,244,298122000,42708,"125,853,000","17,599",SF,15세관람가,일반영화
3286,3315,쿠르스크,토마스 빈터베르그,제이앤씨미디어그룹,2019-01-16,장편,벨기에,192,355683500,42484,"173,141,000","21,029",드라마,15세관람가,일반영화
3287,3316,아네트,레오스 카락스,그린나래미디어,2021-10-27,장편,프랑스,330,361863130,42424,"212,405,330","25,026",드라마,15세관람가,독립/예술영화
3289,3318,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,스도 토모노리,박수엔터테인먼트,2017-11-16,장편,일본,172,338294000,42413,"130,930,300","15,898",애니메이션,15세관람가,독립/예술영화
3291,3320,귀못,탁세웅,와이드 릴리즈,2022-10-19,장편,한국,208,358073700,42342,"82,668,900","10,998",공포(호러),15세관람가,일반영화
3292,3321,그레이트 뷰티,파올로 소렌티노,영화사 진진,2014-06-12,장편,이탈리아,51,326252373,42274,"229,194,173","28,823",드라마,청소년관람불가,독립/예술영화
3293,3322,스탠리의 도시락,아몰 굽트,타임스토리그룹,2012-03-08,장편,인도,164,281533000,42210,"125,000,000","17,779",드라마,전체관람가,독립/예술영화
3294,3323,피케이: 별에서 온 얼간이,라즈쿠마르 히라니,와우픽쳐스,2015-09-03,장편,인도,184,326677800,42088,"139,163,800","17,050",코미디,15세관람가,일반영화
3297,3326,일일시호일,오오모리 타츠시,영화사 진진,2019-01-17,장편,일본,55,331259019,41931,"201,538,669","23,841",드라마,12세관람가,독립/예술영화
3301,3330,피아니스트의 전설,쥬세페 토르나토레,라이크콘텐츠,2020-01-01,장편,이탈리아,69,340627562,41680,"207,078,442","24,197",드라마,15세관람가,독립/예술영화
3302,3331,라스트프로포즈,유위강,롯데쇼핑롯데엔터테인먼트,2009-03-05,장편,홍콩,153,272603561,41620,"81,269,500","11,830",멜로/로맨스,12세관람가,일반영화
3303,3332,더 와이프,비욘 룬게,팝엔터테인먼트,2019-02-27,장편,영국,106,319839451,41525,"190,560,061","23,941",드라마,15세관람가,독립/예술영화
3304,3333,칠곡 가시나들,김재환,인디플러그,2019-02-27,장편,한국,138,334601400,41448,"108,432,500","12,980",다큐멘터리,전체관람가,독립/예술영화
3305,3334,스푹스:MI5,바랫 낼러리,영화사 빅,2016-03-17,장편,영국,341,316642549,41416,"95,010,700","11,837",액션,15세관람가,일반영화
3306,3335,말리그넌트,제임스 완,워너브러더스 코리아,2021-09-15,장편,미국,489,434889910,41412,"133,310,970","12,748",스릴러,청소년관람불가,일반영화
3307,3336,나쁜 이웃들,니콜라스 스톨러,유니버설픽쳐스인터내셔널 코리아,2014-07-03,장편,미국,129,335244700,41301,"121,346,900","14,209",코미디,청소년관람불가,일반영화
3308,3337,스니치,릭 로먼 워,마인스 엔터테인먼트,2013-05-09,장편,미국,153,286388500,41242,"77,925,000","10,724",액션,15세관람가,일반영화
